日期,处理水量(m³),电耗(kWh),PAC投加量(kg),PAM投加量(kg),次氯酸钠投加量(kg),进水COD(mg/L),出水COD(mg/L),进水TN(mg/L),出水TN(mg/L),自来水(m³/d),脱水污泥外运量(80%),N2O_emission,N2O_CO2eq,COD_removed,CH4_emission,CH4_CO2eq,臭氧投加量(kg),energy_CO2eq,PAC_CO2eq,PAM_CO2eq,NaClO_CO2eq,O3_CO2eq,chemicals_CO2eq,pre_CO2eq,bio_CO2eq,depth_CO2eq,sludge_CO2eq,effluent_CO2eq,deodorization_CO2eq,total_CO2eq,carbon_efficiency
2018-01-11,10359.0,3493.0,199.0,44.0,121.0,276.3,40.9,55.4,9.9,518.0,10.0,11.850696,3235.2400079999998,2438.5086,1.8288814500000001,51.025792455,0,3079.0795,322.38,66.0,111.32000000000001,0.0,499.7,983.1500843499998,4657.3799018049995,855.33368225,156.10933065,206.91414239999997,82.21142265,6941.098564104999,1.4924150556758031
2018-01-12,10332.0,3564.0,211.0,50.0,120.0,263.5,31.9,43.9,11.6,517.0,10.0,8.3907648,2290.6787904,2392.8911999999996,1.7946683999999997,50.07124835999999,0,3141.6659999999997,341.82000000000005,75.0,110.4,0.0,527.22,1003.1339537999999,3739.7339085599997,890.0824230000001,159.2824662,211.11995519999996,83.8824822,6087.2351889599995,1.697322294814309
2018-01-13,10357.0,3861.0,175.0,44.0,121.0,285.5,48.9,46.5,13.1,518.0,10.0,8.697512685714283,2374.4209631999993,2450.4662,1.83784965,51.27600523499999,0,3403.4714999999997,283.5,66.0,111.32000000000001,0.0,460.82,1086.7284499499997,3941.2628273849987,853.92095825,172.55600504999998,228.71328479999997,90.87268904999999,6374.054214484999,1.6248685140555883
2018-01-14,10337.0,4000.0,224.0,72.0,121.0,272.2,30.9,46.7,9.4,517.0,10.0,9.694333942857144,2646.5531664000005,2494.3180999999995,1.8707385749999996,52.19360624249999,0,3526.0,362.88,108.0,111.32000000000001,0.0,582.2,1125.8518,4268.8745726425,989.4530000000001,178.7682,236.94719999999998,94.14420000000001,6894.038972642501,1.4994113089612844
2018-01-15,10393.0,3581.0,214.0,32.0,122.0,267.3,29.0,49.0,10.3,520.0,10.0,10.112685942857144,2760.7632624000003,2476.6519,1.857488925,51.8239410075,0,3156.6515,346.68,48.0,112.24000000000001,0.0,506.92,1007.9188239499999,4218.2441163575,871.5132482500001,160.04223105,212.12698079999998,84.28259505,6554.1279954575,1.5857181927486195
2018-01-16,10396.0,3808.0,156.0,74.0,122.0,285.3,41.4,42.3,10.0,520.0,10.0,8.442740114285714,2304.8680512,2535.5843999999997,1.9016882999999998,53.05710356999999,0,3356.752,252.72000000000003,111.0,112.24000000000001,0.0,475.96000000000004,1071.8109135999998,3852.6868203699996,863.6648560000001,170.18732640000002,225.57373439999998,89.6252784,6273.54892917,1.6571162698137125
2018-01-17,10819.0,3777.0,189.0,66.0,127.0,284.6,37.6,54.1,11.7,541.0,11.0,11.53367222857143,3148.6925184,2672.2930000000006,2.0042197500000003,55.91773102500001,0,3329.4255,306.18,99.0,116.84,0.0,522.02,1063.0855621499998,4687.203424575,906.5686452499999,168.80187285,223.73739359999996,88.89566085,7138.292559275,1.5156285498473365
2018-01-18,9992.0,3411.0,163.0,50.0,118.0,258.7,43.8,45.8,7.9,500.0,10.0,9.521519542857142,2599.3748352,2147.2808,1.6104606000000001,44.93185074,0,3006.7965,264.06,75.0,108.56,0.0,447.62,960.0701224499999,3983.23316739,794.90499575,152.44458255,202.05672479999998,80.28146655,6172.991059489999,1.6186642591420697
2018-01-19,10808.0,4077.0,176.0,42.0,127.0,287.9,38.6,53.7,11.0,540.0,11.0,11.6034688,3167.7469824,2694.4344,2.0208258,56.38103981999999,0,3593.8754999999996,285.12,63.0,116.84,0.0,464.96000000000004,1147.5244471499998,4824.480782369999,880.05262025,182.20948785,241.50843359999996,95.95647584999999,7371.732247069999,1.4661411507852573
2018-01-20,10831.0,3970.0,188.0,51.0,128.0,279.3,41.5,47.2,10.2,542.0,11.0,10.07592457142857,2750.7274079999997,2575.6118,1.9317088500000001,53.894676915,0,3499.555,304.56,76.5,117.76,0.0,498.82,1117.4079115,4362.973926414999,903.0186025,177.4274385,235.17009599999997,93.4381185,6889.436093415,1.5721170576431345
2018-01-21,10798.0,3791.0,223.0,63.0,128.0,280.6,41.0,46.4,9.1,540.0,11.0,10.126672914285715,2764.5817056,2587.2008,1.9404006,54.13717674,0,3341.7664999999997,361.26000000000005,94.5,117.76,0.0,573.5200000000001,1067.0260434499999,4306.80750479,959.4940307500001,169.42756154999998,224.56670879999996,89.22516555,6816.54701489,1.5840864849040066
2018-01-22,9812.0,3284.0,186.0,52.0,116.0,285.8,32.1,46.4,13.3,491.0,10.0,8.16582674285714,2229.2707007999993,2489.3044000000004,1.8669783000000004,52.08869457000001,0,2894.846,301.32,78.0,106.72,0.0,486.03999999999996,924.3243277999999,3570.434319169999,820.3947129999999,146.7686922,194.53365119999998,77.2923882,5733.74809157,1.7112715527956346
2018-01-23,11076.0,4014.0,184.0,46.0,131.0,264.2,32.7,43.8,8.2,554.0,11.0,9.91396937142857,2706.5136383999993,2564.094,1.9230705000000001,53.65366695,0,3538.341,298.08000000000004,69.0,120.52000000000001,0.0,487.6,1129.7922812999998,4335.790552649999,896.2783855,179.3938887,237.77651519999998,94.4737047,6873.505328049999,1.6114048758789923
2018-01-24,10575.0,3837.0,254.0,63.0,125.0,289.6,28.9,45.8,12.0,529.0,11.0,8.98693714285714,2453.4338399999992,2756.9025000000006,2.0676768750000005,57.68818481250001,0,3382.3154999999997,411.48,94.5,115.0,0.0,620.98,1079.97333915,4017.267116962499,1011.63744025,171.48339585,227.29160159999998,90.30782384999999,6597.9607176624995,1.602767953996924
2018-01-25,10654.0,3453.0,220.0,61.0,126.0,271.5,29.1,47.2,10.2,533.0,11.0,9.911264000000001,2705.7750720000004,2582.5296000000003,1.9368972000000002,54.03943188,0,3043.8194999999996,356.40000000000003,91.5,115.92,0.0,563.82,971.8915663499998,4115.22732723,915.38115225,154.32164865,204.54467039999997,81.26998065,6442.63634553,1.6536708621451075
2018-01-26,10770.0,3930.0,208.0,64.0,128.0,272.1,34.8,45.6,10.7,538.0,11.0,9.450521142857143,2579.992272,2555.721,1.91679075,53.478461925,0,3464.2949999999996,336.96000000000004,96.0,117.76,0.0,550.72,1106.1493934999999,4176.121297424999,950.8460725,175.63975649999998,232.80062399999997,92.49667649999999,6734.053820425,1.599333816925194
2018-01-27,10637.0,3492.0,178.0,34.0,126.0,269.6,32.5,42.7,6.6,532.0,11.0,9.654749028571429,2635.7464848,2522.0327,1.8915245250000001,52.7735342475,0,3078.198,288.36,51.0,115.92,0.0,455.28000000000003,982.8686213999998,4059.2415884474995,810.8118690000001,156.0646386,206.85490559999997,82.1878866,6298.029509647499,1.6889409590263023
2018-01-28,10352.0,3707.0,208.0,50.0,123.0,273.4,40.1,42.7,7.6,518.0,10.0,9.135787885714286,2494.0700928,2415.1215999999995,1.8113411999999998,50.53641947999999,0,3267.7205,336.96000000000004,75.0,113.16000000000001,0.0,525.12,1043.38315565,3999.72245093,902.5417177500001,165.67342935,219.59081759999998,87.24813735000001,6418.159708630002,1.6129234032740676
2018-01-29,10549.0,3625.0,142.0,66.0,126.0,266.5,29.6,44.0,8.5,527.0,11.0,9.415736,2570.4959280000003,2499.0581,1.8742935750000003,52.2927907425,0,3195.4375,230.04000000000002,99.0,115.92,0.0,444.96000000000004,1020.3031937499999,4045.7170374925004,814.03303125,162.00868125,214.7334,85.31818125000001,6342.1135249925,1.6633256340223703
2018-01-30,10606.0,3332.0,194.0,71.0,126.0,284.8,35.4,42.3,6.7,530.0,11.0,9.493279085714285,2591.6651903999996,2645.1364,1.9838523,55.349479169999995,0,2937.158,314.28000000000003,106.5,115.92,0.0,536.7,937.8345493999999,3954.9311269699992,875.9417490000001,148.9139106,197.3770176,78.4221186,6193.42047217,1.7124624507019717
2018-01-31,10808.0,3894.0,198.0,72.0,129.0,275.5,37.4,46.7,12.4,540.0,11.0,9.3208192,2544.5836416,2573.3848,1.9300385999999998,53.84807693999999,0,3432.5609999999997,320.76000000000005,108.0,118.68,0.0,547.44,1096.0167272999997,4126.95113184,943.9007955,174.0308427,230.66809919999997,91.6493787,6663.21697524,1.6220393302757052
2018-02-01,11612.0,4301.0,198.0,40.0,139.0,291.9,34.2,50.1,14.0,581.0,12.0,10.539714742857145,2877.3421248000004,2992.4123999999997,2.2443093,62.61622946999999,0,3791.3315,320.76000000000005,60.0,127.88000000000001,0.0,508.64000000000004,1210.5721479499998,4628.23827122,946.53878825,192.22050705,254.77747679999996,101.22855105,7333.575742319999,1.5834022048740044
2018-02-02,10800.0,3873.0,156.0,72.0,129.0,283.9,32.9,39.2,10.0,540.0,11.0,7.92905142857143,2164.6310400000007,2710.7999999999997,2.0330999999999997,56.72348999999999,0,3414.0494999999996,252.72000000000003,108.0,118.68,0.0,479.40000000000003,1090.1060053499998,3741.6307723500004,873.72271725,173.09230964999998,229.42412639999995,91.15512165,6199.13105265,1.7421796552249404
2018-02-03,11019.0,4063.0,178.0,45.0,132.0,272.0,36.1,47.3,9.8,551.0,11.0,10.389342857142857,2836.2906,2599.3821000000003,1.9495365750000002,54.39207044250001,0,3581.5344999999998,288.36,67.5,121.44000000000001,0.0,477.3,1143.58396585,4485.5399832924995,890.96723475,181.58379915,240.67911839999996,95.62697115,7037.9810725925,1.5656478592860237
2018-02-04,11191.0,3595.0,171.0,64.0,134.0,272.3,38.3,46.0,8.2,560.0,11.0,10.635926399999999,2903.6079071999998,2618.694,1.9640205,54.796171949999994,0,3168.9925,277.02000000000004,96.0,123.28,0.0,496.30000000000007,1011.8593052499998,4369.556439399999,862.3186337500001,160.66791975,212.95629599999998,84.61209975,6701.9706939,1.6698073613162507
2018-02-05,10755.0,3652.0,148.0,49.0,129.0,274.5,24.0,44.9,8.4,538.0,11.0,9.870017142857144,2694.51468,2694.1275,2.020595625,56.37461793749999,0,3219.238,239.76000000000002,73.5,118.68,0.0,431.94,1027.9026933999999,4184.4159793375,803.761989,163.2153666,216.33279359999997,85.95365460000001,6481.582476537499,1.6593170015087715
2018-02-06,11138.0,3690.0,177.0,64.0,133.0,287.9,30.2,43.0,9.6,557.0,11.0,9.353374171428571,2553.4711488,2870.2626,2.15269695,60.060244905000005,0,3252.7349999999997,286.74,96.0,122.36,0.0,505.1,1038.5982854999997,4061.974289205,880.7908924999999,164.91366449999998,218.58379199999996,86.8480245,6451.7089482050005,1.7263642996633974
2018-02-07,11008.0,3733.0,205.0,45.0,132.0,272.2,28.0,45.6,8.3,550.0,11.0,10.323616914285713,2818.3474175999995,2688.1536,2.0161152,56.24961408,0,3290.6394999999998,332.1,67.5,121.44000000000001,0.0,521.0400000000001,1050.70119235,4339.9188010299995,901.1088622500001,166.83542265,221.13097439999996,87.86007465,6767.555327329999,1.626584411588842
2018-02-08,11296.0,3849.0,183.0,67.0,135.0,296.7,26.2,43.5,6.1,565.0,11.0,10.622112914285713,2899.8368256,3055.568,2.2916760000000003,63.9377604,0,3392.8934999999997,296.46000000000004,100.5,124.2,0.0,521.1600000000001,1083.3508945499998,4474.6300615499995,913.0391992500001,172.01970045,228.00244319999996,90.59025645,6961.632555449999,1.6226079026760452
2018-02-09,10932.0,4192.0,186.0,47.0,131.0,291.8,26.8,43.9,6.7,547.0,11.0,10.22485577142857,2791.3856256,2896.98,2.172735,60.61930649999999,0,3695.2479999999996,301.32,70.5,120.52000000000001,0.0,492.34000000000003,1179.8926863999998,4497.498866499999,919.1411439999999,187.3490736,248.32066559999996,98.6631216,7130.865557699999,1.5330537241997906
2018-02-10,11096.0,3959.0,177.0,62.0,133.0,274.3,37.8,46.3,7.3,555.0,11.0,10.880420571428573,2970.3548160000005,2624.204,1.9681530000000003,54.91146870000001,0,3489.8585,286.74,93.0,122.36,0.0,502.1,1114.31181905,4579.30027475,905.1786567500001,176.93582595,234.51849119999997,93.17922195,7103.424289650002,1.5620635270467167
2018-02-11,11258.0,3998.0,175.0,58.0,135.0,278.2,34.9,41.1,7.3,563.0,11.0,9.567370057142858,2611.8920256,2739.0714,2.0543035499999998,57.31506904499999,0,3524.2369999999996,283.5,87.0,124.2,0.0,494.7,1125.2888740999997,4238.549830745,901.7493735,178.6788159,236.82872639999997,94.09712789999999,6775.192748544999,1.6616501430778783
2018-02-12,11347.0,4208.0,177.0,65.0,136.0,271.6,28.3,47.5,5.9,567.0,11.0,11.8683136,3240.0496128,2760.7251,2.070543825,57.7681727175,0,3709.352,286.74,97.5,125.12,0.0,509.36,1184.3960935999999,4949.5922311175,937.790156,188.0641464,249.26845439999997,99.0396984,7608.150779917501,1.4914268037315426
2018-02-13,11128.0,3841.0,145.0,41.0,134.0,276.8,24.9,44.0,7.4,556.0,11.0,10.240303542857143,2795.6028672,2803.1432,2.1023574,58.65577145999999,0,3385.8415,234.9,61.5,123.28,0.0,419.67999999999995,1081.0991909499999,4361.97385861,810.74469325,171.66216405,227.52854879999998,90.40196805000001,6743.410423709999,1.650203576646273
2018-02-14,11294.0,3885.0,222.0,53.0,136.0,281.9,26.1,47.3,8.6,565.0,11.0,10.989384685714283,3000.102019199999,2889.0051999999996,2.1667539,60.45243380999999,0,3424.6274999999996,359.64000000000004,79.5,125.12,0.0,564.26,1093.4835607499997,4585.541078759999,959.8044762499999,173.62861425,230.13496799999996,91.43755424999999,7134.03025226,1.583116359286836
2018-02-15,11464.0,3832.0,174.0,78.0,138.0,269.4,31.4,45.0,6.7,573.0,11.0,11.039504457142858,3013.7847168000003,2728.4319999999993,2.0463239999999994,57.09243959999998,0,3377.908,281.88,117.0,126.96000000000001,0.0,525.84,1078.5660243999998,4575.059588800001,915.988374,171.2599356,226.99541759999997,90.1901436,7058.059484,1.624242474293094
2018-02-16,11969.0,4073.0,266.0,51.0,144.0,269.5,28.8,48.0,3.4,598.0,12.0,13.42169462857143,3664.1226336000004,2880.9383,2.160703725,60.28363392749999,0,3590.3495,430.92,76.5,132.48000000000002,0.0,639.9000000000001,1146.3985953499998,5323.1888998775,1054.5853672500002,182.03071965,241.27148639999996,95.86233165,8043.3374001775,1.4880638974234586
2018-02-17,11323.0,3813.0,184.0,64.0,136.0,265.7,23.7,44.1,6.2,566.0,11.0,10.789848457142858,2945.6286288,2740.166,2.0551245000000002,57.33797355,0,3361.1594999999998,298.08000000000004,96.0,125.12,0.0,519.2,1073.21822835,4499.6909276999995,907.41392225,170.41078665,225.86991839999996,89.74295864999999,6966.346741999999,1.6253856460709606
2018-02-18,11452.0,3788.0,206.0,55.0,137.0,290.8,37.2,45.3,6.6,573.0,11.0,11.143123199999998,3042.0726335999993,2904.2272000000003,2.1781704000000004,60.77095416000001,0,3339.122,333.72,82.5,126.04,0.0,542.26,1066.1816545999998,4589.754614359999,927.928591,169.2934854,224.38899839999996,89.1545574,7066.70190116,1.620557957612469
2018-02-19,11287.0,3474.0,203.0,62.0,135.0,269.9,17.2,46.7,6.2,564.0,11.0,11.493390857142858,3137.695704,2852.2248999999997,2.1391686749999996,59.68280603249999,0,3062.3309999999997,328.86,93.0,124.2,0.0,546.0600000000001,977.8022882999998,4561.0345043325,899.7592305000001,155.26018169999998,205.78864319999997,81.7642377,6881.409085732498,1.6402163945465458
2018-02-20,11943.0,3954.0,205.0,36.0,143.0,264.0,31.4,42.1,7.4,597.0,12.0,10.419755657142858,2844.5932944,2777.9417999999996,2.0834563499999996,58.128432164999985,0,3485.451,332.1,54.0,131.56,0.0,517.6600000000001,1112.9045042999999,4454.793056865,920.2295905000001,176.71236570000002,234.2223072,93.0615417,6991.9233662649995,1.7081136869467444
2018-02-21,11102.0,4003.0,184.0,37.0,133.0,263.1,25.8,44.5,8.8,555.0,11.0,9.965155200000002,2720.4873696000004,2634.5046,1.9758784500000002,55.127008755,0,3528.6445,298.08000000000004,55.5,122.36,0.0,475.94000000000005,1126.6961888499998,4346.919774205,883.49843975,178.90227615,237.12491039999998,94.21480815,6867.356397505,1.616633731727321
2018-02-22,11678.0,3204.0,173.0,48.0,140.0,267.7,27.9,41.7,7.1,584.0,12.0,10.159192685714286,2773.4596032,2800.3844,2.1002883,58.598043569999994,0,2824.326,280.26,72.0,128.8,0.0,481.06,901.8072917999999,4089.7300145699996,807.2696530000001,143.1933282,189.79470719999998,75.4095042,6207.20449897,1.8813622141719035
2018-02-23,11576.0,3881.0,153.0,76.0,139.0,281.2,31.5,44.5,7.5,579.0,12.0,10.768987428571428,2939.933568,2890.5271999999995,2.1678954,60.48428165999999,0,3421.1014999999998,247.86,114.0,127.88000000000001,0.0,489.74,1092.3577089499997,4523.83434761,884.87722325,173.44984605,229.89802079999998,91.34341005,6995.760556709999,1.6547164395008995
2018-02-24,11744.0,3932.0,207.0,50.0,141.0,292.4,25.6,41.0,5.4,587.0,12.0,10.511886628571428,2869.7450496,3133.2991999999995,2.3499744,65.56428575999999,0,3466.058,335.34000000000003,75.0,129.72,0.0,540.0600000000001,1106.7123193999998,4478.74496276,940.3896990000001,175.7291406,232.9190976,92.5437486,7027.03896796,1.6712586985140012
2018-02-25,12079.0,3838.0,219.0,63.0,145.0,267.0,28.6,35.7,7.3,604.0,12.0,8.62509622857143,2354.6512704,2879.6336,2.1597252,60.25633308,0,3383.1969999999997,354.78000000000003,94.5,133.4,0.0,582.6800000000001,1080.2548020999998,3921.4452275799995,973.4392535000001,171.5280879,227.35083839999996,90.3313599,6464.34956938,1.8685561277835576
2018-02-26,11717.0,3906.0,181.0,45.0,140.0,300.1,29.5,36.9,3.0,586.0,12.0,9.986901257142858,2726.4240432,3170.6202000000003,2.37796515,66.345227685,0,3443.1389999999997,293.22,67.5,128.8,0.0,489.52000000000004,1099.3942826999998,4325.9990675849995,887.2025545,174.5671473,231.37894079999995,91.93181129999999,6810.473804185,1.7204383038372406
2018-02-27,11769.0,3872.0,213.0,64.0,141.0,286.4,33.1,43.7,6.0,588.0,12.0,11.155666971428573,3045.4970832000004,2981.0876999999996,2.235815775,62.37926012249999,0,3413.1679999999997,345.06,96.0,129.72,0.0,570.78,1089.8245423999997,4627.7600537225,965.000904,173.0476176,229.36488959999997,91.1315856,7176.1295929225,1.64002054974136
2018-02-28,11755.0,3777.0,201.0,51.0,141.0,273.5,23.4,36.4,6.9,588.0,12.0,8.718851428571428,2380.24644,2939.9255,2.204944125,61.51794108749999,0,3329.4255,325.62,76.5,129.72,0.0,531.84,1063.0855621499998,3924.3575562374995,916.3886452500001,168.80187285,223.73739359999996,88.89566085,6385.2666909375,1.840956778936684
2018-03-01,11698.0,3573.0,161.0,69.0,140.0,277.1,19.2,47.5,8.5,585.0,12.0,11.470724571428573,3131.5078080000003,3016.9142,2.2626856500000003,63.128929635000006,0,3149.5995,260.82,103.5,128.8,0.0,493.12,1005.6671203499999,4597.153394985,856.8987422499999,159.68469464999998,211.65308639999998,84.09430665,6915.151345285,1.6916477190302015
2018-03-02,11991.0,3900.0,233.0,56.0,143.0,282.9,32.6,39.1,4.3,600.0,12.0,10.4917824,2864.2565952,3001.3473,2.251010475,62.803192252500004,0,3437.85,377.46000000000004,84.0,131.56,0.0,593.02,1097.705505,4457.9343924525,990.091675,174.298995,231.02352,91.790595,7042.8446824525,1.7025790771555713
2018-03-03,11679.0,3858.0,161.0,58.0,139.0,272.3,21.5,37.8,3.7,584.0,12.0,10.013240914285712,2733.6147695999994,2929.0932000000003,2.1968199000000004,61.29127521000001,0,3400.8269999999998,260.82,87.0,127.88000000000001,0.0,475.7,1085.8840610999998,4309.29430791,868.4955185,172.42192889999998,228.53557439999997,90.80208089999999,6755.433471709999,1.7288305848778793
2018-03-04,12506.0,4579.0,214.0,79.0,149.0,294.8,31.5,42.2,8.5,625.0,13.0,10.596512457142857,2892.8479008,3292.8298000000004,2.4696223500000003,68.902463565,0,4036.3884999999996,346.68,118.5,137.08,0.0,602.26,1288.8188480499998,4759.154163415,1068.46287175,204.64489694999997,271.24530719999996,107.77157294999999,7700.097660314998,1.6241352449922564
2018-03-05,11743.0,4137.0,153.0,58.0,140.0,267.3,23.7,36.7,3.9,587.0,12.0,9.684284342857143,2643.8096256000003,2860.5948000000003,2.1454461000000005,59.85794619000001,0,3646.7655,247.86,87.0,128.8,0.0,463.66,1164.41222415,4327.5722489400005,884.86141525,184.89101085000001,245.06264159999998,97.36863885000001,6904.168179640001,1.7008565977041867
2018-03-06,12154.0,3965.0,221.0,80.0,145.0,269.6,35.1,38.9,5.0,608.0,12.0,10.359375085714285,2828.1093984,2850.1130000000003,2.1375847500000003,59.638614525,0,3495.1474999999996,358.02000000000004,120.0,133.4,0.0,611.4200000000001,1116.0005967499997,4444.137194675,1015.10953625,177.20397824999998,234.87391199999996,93.32043825,7080.645656174998,1.716510130598126
2018-03-07,11656.0,3889.0,191.0,69.0,139.0,276.0,23.9,41.8,6.1,583.0,12.0,10.4624256,2856.2421888,2938.4776,2.2038582,61.48764378,0,3428.1535,309.42,103.5,127.88000000000001,0.0,540.8000000000001,1094.60941255,4444.28658613,936.7517292500002,173.80738245,230.3719152,91.53169845000001,6971.358724029999,1.6719839648793609
2018-03-08,11367.0,3507.0,159.0,65.0,135.0,266.4,25.3,41.1,6.5,568.0,11.0,9.888640457142857,2699.5988448000003,2740.5836999999997,2.0554377749999997,57.34671392249999,0,3091.4204999999997,257.58000000000004,97.5,124.2,0.0,479.28000000000003,987.0905656499998,4133.5551073725,836.33906775,156.73501935,207.74345759999997,82.54092735,6404.004145072499,1.7749832358784825
2018-03-09,11197.0,3575.0,172.0,70.0,133.0,278.6,26.4,47.7,5.6,560.0,11.0,11.852184457142858,3235.6463568000004,2823.8834,2.1179125500000002,59.08976014500001,0,3151.3624999999997,278.64000000000004,105.0,122.36,0.0,506.00000000000006,1006.2300462499999,4698.037838195,869.98236875,159.77407875,211.77155999999997,84.14137875,7029.937270695,1.5927595892890567
2018-03-10,12021.0,3729.0,161.0,30.0,142.0,261.5,28.4,37.6,2.7,601.0,12.0,10.54825577142857,2879.6738255999994,2802.0951,2.101571325,58.6338399675,0,3287.1135,260.82,45.0,130.64000000000001,0.0,436.46000000000004,1049.57534055,4402.059307117499,816.1216092500001,166.65665445,220.89402719999998,87.76593045,6743.072869017499,1.7827183887086664
2018-03-11,12131.0,3805.0,191.0,63.0,144.0,286.6,29.3,40.1,1.1,607.0,12.0,11.895312,3247.420176,3121.3063,2.3409797250000004,65.3133343275,0,3354.1074999999996,309.42,94.5,132.48000000000002,0.0,536.4000000000001,1070.9665247499997,4806.3175800775,923.7994162500001,170.05325025,225.39602399999995,89.55467025,7286.087465577499,1.6649539354711125
2018-03-12,12171.0,4017.0,178.0,65.0,144.0,264.4,20.3,35.0,3.7,609.0,12.0,9.578229257142857,2614.8565872,2970.9410999999996,2.228205825,62.16694251749999,0,3540.9855,288.36,97.5,132.48000000000002,0.0,518.34,1130.6366701499999,4253.8243728675,927.32382525,179.52796485,237.95422559999997,94.54431285,6823.8113715675,1.78360733280413
2018-03-13,11939.0,3617.0,183.0,69.0,141.0,278.6,13.2,37.2,7.5,597.0,12.0,8.915362971428573,2433.8940912000003,3168.6106000000004,2.3764579500000003,66.303176805,0,3188.3855,296.46000000000004,103.5,129.72,0.0,529.6800000000001,1018.0514901499998,3919.985331155,897.9385252500001,161.65114485,214.25950559999998,85.12989285,6297.015889855,1.8959774294415694
